"ids","error","source","code","solution"
338,"junit.framework.AssertionFailedError","/src/org/mockito/internal/verification/VerificationOverTimeImpl.java","
             } catch (MockitoAssertionError e) {
                 error = handleVerifyException(e);
             }
            catch (org.mockito.exceptions.verification.junit.ArgumentsAreDifferent e) {
                 error = handleVerifyException(e);
             }
         }
","
             } catch (MockitoAssertionError e) {
                 error = handleVerifyException(e);
             }
            catch (AssertionError e) {
                 error = handleVerifyException(e);
             }
         }
"
339,"junit.framework.ComparisonFailure","/src/org/mockito/Matchers.java","
   
     public static boolean anyBoolean() {
        return reportMatcher(Any.ANY).returnFalse();
     }
 
     
   
     public static byte anyByte() {
        return reportMatcher(Any.ANY).returnZero();
     }
 
     
   
     public static char anyChar() {
        return reportMatcher(Any.ANY).returnChar();
     }
 
     
    
     public static int anyInt() {
        return reportMatcher(Any.ANY).returnZero();
     }
 
     
  
     public static long anyLong() {
        return reportMatcher(Any.ANY).returnZero();
     }
 
     
  
     public static float anyFloat() {
        return reportMatcher(Any.ANY).returnZero();
     }
 
     
   
     public static double anyDouble() {
        return reportMatcher(Any.ANY).returnZero();
     }
 
     
   
     public static short anyShort() {
        return reportMatcher(Any.ANY).returnZero();
     }
 
     
   
     public static <T> T anyObject() {
        return (T) reportMatcher(Any.ANY).returnNull();
     }
 
     
   
     public static <T> T any(Class<T> clazz) {
        return (T) reportMatcher(Any.ANY).returnFor(clazz);
     }
     
     
  
     public static <T> T any() {
        return (T) anyObject();
     }
 
     
  
     public static String anyString() {
        return reportMatcher(Any.ANY).returnString();
     }
     
     
   
     public static List anyList() {
        return reportMatcher(Any.ANY).returnList();
     }    
     
     
   
     public static <T> List<T> anyListOf(Class<T> clazz) {
        return (List) reportMatcher(Any.ANY).returnList();
     }    
     
     
  
     public static Set anySet() {
        return reportMatcher(Any.ANY).returnSet();
     }
     
     
    
     public static <T> Set<T> anySetOf(Class<T> clazz) {
        return (Set) reportMatcher(Any.ANY).returnSet();
     }
 
     
   
     public static Map anyMap() {
        return reportMatcher(Any.ANY).returnMap();
     }
 
     
    
     public static <K, V>  Map<K, V> anyMapOf(Class<K> keyClazz, Class<V> valueClazz) {
        return reportMatcher(Any.ANY).returnMap();
     }
     
     
   
     public static Collection anyCollection() {
        return reportMatcher(Any.ANY).returnList();
     }    
     
     
  
     public static <T> Collection<T> anyCollectionOf(Class<T> clazz) {
        return (Collection) reportMatcher(Any.ANY).returnList();
     }    
 
     ","
  
     public static boolean anyBoolean() {
        return reportMatcher(new InstanceOf(Boolean.class)).returnFalse();
     }
 
     
  
     public static byte anyByte() {
        return reportMatcher(new InstanceOf(Byte.class)).returnZero();
     }
 
     
  
     public static char anyChar() {
        return reportMatcher(new InstanceOf(Character.class)).returnChar();
     }
 
     
  
     public static int anyInt() {
        return reportMatcher(new InstanceOf(Integer.class)).returnZero();
     }
 
     
   
     public static long anyLong() {
        return reportMatcher(new InstanceOf(Long.class)).returnZero();
     }
 
     
  
     public static float anyFloat() {
        return reportMatcher(new InstanceOf(Float.class)).returnZero();
     }
 
     
   
     public static double anyDouble() {
        return reportMatcher(new InstanceOf(Double.class)).returnZero();
     }
 
     
   
     public static short anyShort() {
        return reportMatcher(new InstanceOf(Short.class)).returnZero();
     }
 
     
   
     public static <T> T anyObject() {
        return (T) reportMatcher(new InstanceOf(Object.class)).returnNull();
     }
 
     
   
     public static <T> T any(Class<T> clazz) {
        return (T) reportMatcher(new InstanceOf(clazz)).returnFor(clazz);
     }
     
     
   
     public static <T> T any() {
        return (T) reportMatcher(Any.ANY).returnNull();
     }
 
     
    
     public static String anyString() {
        return reportMatcher(new InstanceOf(String.class)).returnString();
     }
     
     
   
     public static List anyList() {
        return reportMatcher(new InstanceOf(List.class)).returnList();
     }    
     
     
  
     public static <T> List<T> anyListOf(Class<T> clazz) {
        return anyList();
     }    
     
     
     
     public static Set anySet() {
        return reportMatcher(new InstanceOf(Set.class)).returnSet();
     }
     
     
   
     public static <T> Set<T> anySetOf(Class<T> clazz) {
        return anySet();
     }
 
     
   
     public static Map anyMap() {
        return reportMatcher(new InstanceOf(Map.class)).returnMap();
     }
 
     
    
     public static <K, V>  Map<K, V> anyMapOf(Class<K> keyClazz, Class<V> valueClazz) {
        return anyMap();
     }
     
     
   
     public static Collection anyCollection() {
        return reportMatcher(new InstanceOf(Collection.class)).returnList();
     }    
     
     
     
     public static <T> Collection<T> anyCollectionOf(Class<T> clazz) {
        return anyCollection();
     }    
 
     "
340,"org.mockito.exceptions.base.MockitoException","/src/org/mockito/internal/stubbing/answers/CallsRealMethods.java","
 package org.mockito.internal.stubbing.answers;
 
 import java.io.Serializable;
 import java.lang.reflect.Modifier;
 
 import org.mockito.internal.stubbing.defaultanswers.GloballyConfiguredAnswer;
 import org.mockito.invocation.InvocationOnMock;
 import org.mockito.stubbing.Answer;
 

     private static final long serialVersionUID = 9057165148930624087L;
 
     public Object answer(InvocationOnMock invocation) throws Throwable {
         return invocation.callRealMethod();
     }
 }
\ No newline at end of file
","
 package org.mockito.internal.stubbing.answers;
 
 import java.io.Serializable;
 import java.lang.reflect.Modifier;
 
 import org.mockito.internal.stubbing.defaultanswers.GloballyConfiguredAnswer;
 import org.mockito.invocation.InvocationOnMock;
 import org.mockito.stubbing.Answer;
 

     private static final long serialVersionUID = 9057165148930624087L;
 
     public Object answer(InvocationOnMock invocation) throws Throwable {
    	if (Modifier.isAbstract(invocation.getMethod().getModifiers())) {
    		return new GloballyConfiguredAnswer().answer(invocation);
    	}
         return invocation.callRealMethod();
     }
 }
\ No newline at end of file
"
341,"java.lang.StackOverflowError","/src/org/mockito/internal/util/reflection/GenericMetadataSupport.java","
 
             if (actualTypeArgument instanceof WildcardType) {
                 contextualActualTypeParameters.put(typeParameter, boundsOf((WildcardType) actualTypeArgument));
            } else {
                 contextualActualTypeParameters.put(typeParameter, actualTypeArgument);
             }
             ","
 
             if (actualTypeArgument instanceof WildcardType) {
                 contextualActualTypeParameters.put(typeParameter, boundsOf((WildcardType) actualTypeArgument));
            } else if (typeParameter != actualTypeArgument) {
                 contextualActualTypeParameters.put(typeParameter, actualTypeArgument);
             }
             "
342,"org.mockito.exceptions.misusing.MissingMethodInvocationException","/src/org/mockito/Mockito.java","
 package org.mockito;
 
 import org.mockito.internal.MockitoCore;
 import org.mockito.internal.creation.MockSettingsImpl;
 import org.mockito.internal.debugging.MockitoDebuggerImpl;
 import org.mockito.internal.stubbing.answers.*;
 import org.mockito.internal.stubbing.defaultanswers.*;
 import org.mockito.internal.verification.VerificationModeFactory;
 import org.mockito.internal.verification.api.VerificationMode;
 import org.mockito.runners.MockitoJUnitRunner;
 import org.mockito.stubbing.*;
 
 @SuppressWarnings(""unchecked"")
 public class Mockito extends Matchers {
     
     private static final MockitoCore MOCKITO_CORE = new MockitoCore();
     
     public static final Answer<Object> RETURNS_DEFAULTS = new GloballyConfiguredAnswer();
     
     
     public static final Answer<Object> RETURNS_SMART_NULLS = new ReturnsSmartNulls();
   
     public static final Answer<Object> RETURNS_MOCKS = new ReturnsMocks();
 
 
     public static final Answer<Object> CALLS_REAL_METHODS = new CallsRealMethods();     public static <T> T mock(Class<T> classToMock) {
         return mock(classToMock, withSettings().defaultAnswer(RETURNS_DEFAULTS));
     }
  
     public static <T> T mock(Class<T> classToMock, String name) {
         return mock(classToMock, withSettings()
                 .name(name)
                 .defaultAnswer(RETURNS_DEFAULTS));
     }
     
     @Deprecated
     public static <T> T mock(Class<T> classToMock, ReturnValues returnValues) {
         return mock(classToMock, withSettings().defaultAnswer(new AnswerReturnValuesAdapter(returnValues)));
     }
     
     public static <T> T mock(Class<T> classToMock, Answer defaultAnswer) {
         return mock(classToMock, withSettings().defaultAnswer(defaultAnswer));
     }     public static <T> T mock(Class<T> classToMock, MockSettings mockSettings) {
        return MOCKITO_CORE.mock(classToMock, mockSettings);
     }
     
     public static <T> T spy(T object) {
         return MOCKITO_CORE.mock((Class<T>) object.getClass(), withSettings()
                 .spiedInstance(object)
                .defaultAnswer(CALLS_REAL_METHODS)); 
     }
 
     

 package org.mockito.internal;
 
 import org.mockito.InOrder;
 import org.mockito.MockSettings;
 import org.mockito.exceptions.Reporter;
 import org.mockito.exceptions.misusing.NotAMockException;
 import org.mockito.internal.creation.MockSettingsImpl;
 import org.mockito.internal.invocation.Invocation;
 import org.mockito.internal.progress.IOngoingStubbing;
 import org.mockito.internal.progress.MockingProgress;
 import org.mockito.internal.progress.ThreadSafeMockingProgress;
 import org.mockito.internal.stubbing.OngoingStubbingImpl;
 import org.mockito.internal.stubbing.StubberImpl;
 import org.mockito.internal.util.MockUtil;
 import org.mockito.internal.verification.api.VerificationMode;
 import org.mockito.stubbing.*;
 
 import java.util.Arrays;
 import java.util.List;
 
 @SuppressWarnings(""unchecked"")
 public class MockitoCore {
 
     private final Reporter reporter = new Reporter();
     private final MockUtil mockUtil = new MockUtil();
     private final MockingProgress mockingProgress = new ThreadSafeMockingProgress();
     
    public <T> T mock(Class<T> classToMock, MockSettings mockSettings, boolean shouldResetOngoingStubbing) { return mock(classToMock, mockSettings); }
    public <T> T mock(Class<T> classToMock, MockSettings mockSettings) {
         mockingProgress.validateState();
             mockingProgress.resetOngoingStubbing();
         return mockUtil.createMock(classToMock, (MockSettingsImpl) mockSettings);
     }
     
","
 package org.mockito;
 
 import org.mockito.internal.MockitoCore;
 import org.mockito.internal.creation.MockSettingsImpl;
 import org.mockito.internal.debugging.MockitoDebuggerImpl;
 import org.mockito.internal.stubbing.answers.*;
 import org.mockito.internal.stubbing.defaultanswers.*;
 import org.mockito.internal.verification.VerificationModeFactory;
 import org.mockito.internal.verification.api.VerificationMode;
 import org.mockito.runners.MockitoJUnitRunner;
 import org.mockito.stubbing.*;
 
 @SuppressWarnings(""unchecked"")
 public class Mockito extends Matchers {
     
     private static final MockitoCore MOCKITO_CORE = new MockitoCore();
     public static final Answer<Object> RETURNS_DEFAULTS = new GloballyConfiguredAnswer();
     public static final Answer<Object> RETURNS_SMART_NULLS = new ReturnsSmartNulls();
     
     public static final Answer<Object> RETURNS_MOCKS = new ReturnsMocks();     public static final Answer<Object> CALLS_REAL_METHODS = new CallsRealMethods();
     
     public static <T> T mock(Class<T> classToMock) {
         return mock(classToMock, withSettings().defaultAnswer(RETURNS_DEFAULTS));
     }
     public static <T> T mock(Class<T> classToMock, String name) {
         return mock(classToMock, withSettings()
                 .name(name)
                 .defaultAnswer(RETURNS_DEFAULTS));
     }
     
     @Deprecated
     public static <T> T mock(Class<T> classToMock, ReturnValues returnValues) {
         return mock(classToMock, withSettings().defaultAnswer(new AnswerReturnValuesAdapter(returnValues)));
     }
     public static <T> T mock(Class<T> classToMock, Answer defaultAnswer) {
         return mock(classToMock, withSettings().defaultAnswer(defaultAnswer));
     }
     public static <T> T mock(Class<T> classToMock, MockSettings mockSettings) {
        return MOCKITO_CORE.mock(classToMock, mockSettings, true);
     }
     
     public static <T> T spy(T object) {
         return MOCKITO_CORE.mock((Class<T>) object.getClass(), withSettings()
                 .spiedInstance(object)
                .defaultAnswer(CALLS_REAL_METHODS), true); 
     }
 

 package org.mockito.internal;
 
 import org.mockito.InOrder;
 import org.mockito.MockSettings;
 import org.mockito.exceptions.Reporter;
 import org.mockito.exceptions.misusing.NotAMockException;
 import org.mockito.internal.creation.MockSettingsImpl;
 import org.mockito.internal.invocation.Invocation;
 import org.mockito.internal.progress.IOngoingStubbing;
 import org.mockito.internal.progress.MockingProgress;
 import org.mockito.internal.progress.ThreadSafeMockingProgress;
 import org.mockito.internal.stubbing.OngoingStubbingImpl;
 import org.mockito.internal.stubbing.StubberImpl;
 import org.mockito.internal.util.MockUtil;
 import org.mockito.internal.verification.api.VerificationMode;
 import org.mockito.stubbing.*;
 
 import java.util.Arrays;
 import java.util.List;
 
 @SuppressWarnings(""unchecked"")
 public class MockitoCore {
 
     private final Reporter reporter = new Reporter();
     private final MockUtil mockUtil = new MockUtil();
     private final MockingProgress mockingProgress = new ThreadSafeMockingProgress();
     
    public <T> T mock(Class<T> classToMock, MockSettings mockSettings, boolean shouldResetOngoingStubbing) {
         mockingProgress.validateState();
        if (shouldResetOngoingStubbing) {
             mockingProgress.resetOngoingStubbing();
        }
         return mockUtil.createMock(classToMock, (MockSettingsImpl) mockSettings);
     }
     
"
343,"junit.framework.AssertionFailedError","/src/org/mockito/internal/configuration/injection/FinalMockCandidateFilter.java","
 package org.mockito.internal.configuration.injection;
 
 import org.mockito.exceptions.base.MockitoException;
 import org.mockito.internal.util.reflection.FieldSetter;
 
 import java.lang.reflect.Field;

             return new OngoingInjecter() {
                 public boolean thenInject() {
                     try {
                             new FieldSetter(fieldInstance, field).set(matchingMock);
                     } catch (Exception e) {
                         throw new MockitoException(""Problems injecting dependency in "" + field.getName(), e);
                     }
","
 package org.mockito.internal.configuration.injection;
 
 import org.mockito.exceptions.base.MockitoException;
 import org.mockito.internal.util.reflection.BeanPropertySetter;
 import org.mockito.internal.util.reflection.FieldSetter;
 
 import java.lang.reflect.Field;

             return new OngoingInjecter() {
                 public boolean thenInject() {
                     try {
                        if (!new BeanPropertySetter(fieldInstance, field).set(matchingMock)) {
                             new FieldSetter(fieldInstance, field).set(matchingMock);
                        }
                     } catch (Exception e) {
                         throw new MockitoException(""Problems injecting dependency in "" + field.getName(), e);
                     }
"
344,"junit.framework.AssertionFailedError","/src/org/mockito/internal/MockHandler.java","
 import org.mockito.internal.stubbing.OngoingStubbingImpl;
 import org.mockito.internal.stubbing.StubbedInvocationMatcher;
 import org.mockito.internal.stubbing.VoidMethodStubbableImpl;
 import org.mockito.internal.verification.VerificationDataImpl;
 import org.mockito.stubbing.Answer;
 import org.mockito.stubbing.VoidMethodStubbable;

         if (verificationMode != null) {
                                           VerificationDataImpl data = new VerificationDataImpl(invocationContainerImpl.getInvocations(), invocationMatcher);            
                 verificationMode.verify(data);
                 return null;
         }
         
         invocationContainerImpl.setInvocationForPotentialStubbing(invocationMatcher);

 import org.mockito.internal.stubbing.OngoingStubbingImpl;
 import org.mockito.internal.stubbing.StubberImpl;
 import org.mockito.internal.util.MockUtil;
 import org.mockito.internal.verification.VerificationDataImpl;
 import org.mockito.internal.verification.VerificationModeFactory;
 import org.mockito.internal.verification.api.InOrderContext;

         } else if (!mockUtil.isMock(mock)) {
             reporter.notAMockPassedToVerify();
         }
        mockingProgress.verificationStarted(mode);
         return mock;
     }
     
","
 import org.mockito.internal.stubbing.OngoingStubbingImpl;
 import org.mockito.internal.stubbing.StubbedInvocationMatcher;
 import org.mockito.internal.stubbing.VoidMethodStubbableImpl;
 import org.mockito.internal.verification.MockAwareVerificationMode;
 import org.mockito.internal.verification.VerificationDataImpl;
 import org.mockito.stubbing.Answer;
 import org.mockito.stubbing.VoidMethodStubbable;

         if (verificationMode != null) {
                                      if (verificationMode instanceof MockAwareVerificationMode && ((MockAwareVerificationMode) verificationMode).getMock() == invocation.getMock()) {
                 VerificationDataImpl data = new VerificationDataImpl(invocationContainerImpl.getInvocations(), invocationMatcher);            
                 verificationMode.verify(data);
                 return null;
            }
         }
         
         invocationContainerImpl.setInvocationForPotentialStubbing(invocationMatcher);

 import org.mockito.internal.stubbing.OngoingStubbingImpl;
 import org.mockito.internal.stubbing.StubberImpl;
 import org.mockito.internal.util.MockUtil;
 import org.mockito.internal.verification.MockAwareVerificationMode;
 import org.mockito.internal.verification.VerificationDataImpl;
 import org.mockito.internal.verification.VerificationModeFactory;
 import org.mockito.internal.verification.api.InOrderContext;

         } else if (!mockUtil.isMock(mock)) {
             reporter.notAMockPassedToVerify();
         }
        mockingProgress.verificationStarted(new MockAwareVerificationMode(mock, mode));
         return mock;
     }
     
"
345,"java.lang.ClassCastException","/src/org/mockito/internal/util/reflection/GenericMaster.java","
         Type generic = field.getGenericType();
         if (generic != null && generic instanceof ParameterizedType) {
             Type actual = ((ParameterizedType) generic).getActualTypeArguments()[0];
                 return (Class) actual;
                          }
         
         return Object.class;
","
         Type generic = field.getGenericType();
         if (generic != null && generic instanceof ParameterizedType) {
             Type actual = ((ParameterizedType) generic).getActualTypeArguments()[0];
            if (actual instanceof Class) {
                 return (Class) actual;
            } else if (actual instanceof ParameterizedType) {
                                 return (Class) ((ParameterizedType) actual).getRawType();
            }
         }
         
         return Object.class;
"
346,"junit.framework.AssertionFailedError","/src/org/mockito/internal/MockHandler.java","
         if (verificationMode != null) {
                                      if (verificationMode instanceof MockAwareVerificationMode && ((MockAwareVerificationMode) verificationMode).getMock() == invocation.getMock()) {                
                 VerificationDataImpl data = new VerificationDataImpl(invocationContainerImpl, invocationMatcher);            
                 verificationMode.verify(data);
                 return null;
                                               }
         }
         
","
         if (verificationMode != null) {
                                      if (((MockAwareVerificationMode) verificationMode).getMock() == invocation.getMock()) {                
                 VerificationDataImpl data = new VerificationDataImpl(invocationContainerImpl, invocationMatcher);            
                 verificationMode.verify(data);
                 return null;
            } else {
                                                  mockingProgress.verificationStarted(verificationMode);
             }
         }
         
"
347,"java.io.NotSerializableException","/src/org/mockito/internal/creation/MockSettingsImpl.java","
     private Object spiedInstance;
     private Answer<Object> defaultAnswer;
     private MockName mockName;
 
     public MockSettings serializable() {
        return this.extraInterfaces(java.io.Serializable.class);
     }
 
     public MockSettings extraInterfaces(Class<?>... extraInterfaces) {

     }
 
     public boolean isSerializable() {
        return extraInterfaces != null && java.util.Arrays.asList(extraInterfaces).contains(java.io.Serializable.class);
     }
 
     public void initiateMockName(Class classToMock) {

 import org.mockito.internal.creation.jmock.ClassImposterizer;
 import org.mockito.internal.util.reflection.LenientCopyTool;
 
 
 @SuppressWarnings(""unchecked"")
 public class MockUtil {

         Class<?>[] interfaces = settings.getExtraInterfaces();
 
         Class<?>[] ancillaryTypes;
             ancillaryTypes = interfaces == null ? new Class<?>[0] : interfaces;
 
         Object spiedInstance = settings.getSpiedInstance();
         
","
     private Object spiedInstance;
     private Answer<Object> defaultAnswer;
     private MockName mockName;
    private boolean serializable;
 
     public MockSettings serializable() {
        this.serializable = true;
        return this;
     }
 
     public MockSettings extraInterfaces(Class<?>... extraInterfaces) {

     }
 
     public boolean isSerializable() {
        return serializable;
     }
 
     public void initiateMockName(Class classToMock) {

 import org.mockito.internal.creation.jmock.ClassImposterizer;
 import org.mockito.internal.util.reflection.LenientCopyTool;
 
 import java.io.Serializable;
 
 @SuppressWarnings(""unchecked"")
 public class MockUtil {

         Class<?>[] interfaces = settings.getExtraInterfaces();
 
         Class<?>[] ancillaryTypes;
        if (settings.isSerializable()) {
            ancillaryTypes = interfaces == null ? new Class<?>[] {Serializable.class} : new ArrayUtils().concat(interfaces, Serializable.class);
        } else {
             ancillaryTypes = interfaces == null ? new Class<?>[0] : interfaces;
        }
 
         Object spiedInstance = settings.getSpiedInstance();
         
"
348,"java.lang.NullPointerException","/src/org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues.java","
             return Primitives.defaultValueForPrimitiveOrWrapper(type);
                                   } else if (type == Collection.class) {
             return new LinkedList<Object>();
         } else if (type == Set.class) {
","
             return Primitives.defaultValueForPrimitiveOrWrapper(type);
                                  } else if (type == Iterable.class) {
            return new ArrayList<Object>(0);
         } else if (type == Collection.class) {
             return new LinkedList<Object>();
         } else if (type == Set.class) {
"
349,"java.lang.RuntimeException","/src/org/mockito/internal/matchers/Equality.java","
 public class Equality {
 
     public static boolean areEqual(Object o1, Object o2) {
        if (o1 == null || o2 == null) {
             return o1 == null && o2 == null;
         } else if (isArray(o1)) {
             return isArray(o2) && areArraysEqual(o1, o2);
","
 public class Equality {
 
     public static boolean areEqual(Object o1, Object o2) {
        if (o1 == o2 ) {
            return true;
        } else if (o1 == null || o2 == null) {
             return o1 == null && o2 == null;
         } else if (isArray(o1)) {
             return isArray(o2) && areArraysEqual(o1, o2);
"
350,"junit.framework.ComparisonFailure","/src/org/mockito/internal/creation/bytebuddy/ByteBuddyMockMaker.java","
                 settings.getTypeToMock(),
                 settings.getExtraInterfaces()
         );
         T mockInstance = null;
         try {
            mockInstance = classInstantiator.instantiate(mockedProxyType);
             MockMethodInterceptor.MockAccess mockAccess = (MockMethodInterceptor.MockAccess) mockInstance;
             mockAccess.setMockitoInterceptor(new MockMethodInterceptor(asInternalMockHandler(handler), settings));
 

                     ""  class to mock : "" + describeClass(mockedProxyType),
                     ""  created class : "" + describeClass(settings.getTypeToMock()),
                     ""  proxy instance class : "" + describeClass(mockInstance),
                    ""  instance creation by : "" + classInstantiator.getClass().getSimpleName(),
                     """",
                     ""You might experience classloading issues, please ask the mockito mailing-list."",
                     """"
","
                 settings.getTypeToMock(),
                 settings.getExtraInterfaces()
         );
        Instantiator instantiator = new InstantiatorProvider().getInstantiator(settings);
         T mockInstance = null;
         try {
            mockInstance = instantiator.newInstance(mockedProxyType);
             MockMethodInterceptor.MockAccess mockAccess = (MockMethodInterceptor.MockAccess) mockInstance;
             mockAccess.setMockitoInterceptor(new MockMethodInterceptor(asInternalMockHandler(handler), settings));
 

                     ""  class to mock : "" + describeClass(mockedProxyType),
                     ""  created class : "" + describeClass(settings.getTypeToMock()),
                     ""  proxy instance class : "" + describeClass(mockInstance),
                    ""  instance creation by : "" + instantiator.getClass().getSimpleName(),
                     """",
                     ""You might experience classloading issues, please ask the mockito mailing-list."",
                     """"
"
351,"junit.framework.AssertionFailedError","/src/org/mockito/internal/configuration/injection/PropertyAndSetterInjection.java","
     private boolean injectMockCandidatesOnFields(Set<Object> mocks, Object instance, boolean injectionOccurred, List<Field> orderedInstanceFields) {
         for (Iterator<Field> it = orderedInstanceFields.iterator(); it.hasNext(); ) {
             Field field = it.next();
            Object injected = mockCandidateFilter.filterCandidate(mocks, field, instance).thenInject();
             if (injected != null) {
                 injectionOccurred |= true;
                 mocks.remove(injected);

 
 import java.lang.reflect.Field;
 import java.util.Collection;
 
 public class FinalMockCandidateFilter implements MockCandidateFilter {
    public OngoingInjecter filterCandidate(final Collection<Object> mocks, final Field field, final Object fieldInstance) {
         if(mocks.size() == 1) {
             final Object matchingMock = mocks.iterator().next();
 

 
 import java.lang.reflect.Field;
 import java.util.Collection;
 
 public interface MockCandidateFilter {
 
     OngoingInjecter filterCandidate(
             Collection<Object> mocks,
             Field fieldToBeInjected,
            Object fieldInstance
     );
 
 }

 	}
 
 	public OngoingInjecter filterCandidate(Collection<Object> mocks,
			Field field, Object fieldInstance) {
 		List<Object> mockNameMatches = new ArrayList<Object>();
 		if (mocks.size() > 1) {
 			for (Object mock : mocks) {

 					mockNameMatches.add(mock);
 				}
 			}
			return next.filterCandidate(mockNameMatches, field,
 					fieldInstance);
 			
 		}
-		return next.filterCandidate(mocks, field, fieldInstance);
 	}
 }

         this.next = next;
     }
 
    public OngoingInjecter filterCandidate(Collection<Object> mocks, Field field, Object fieldInstance) {
         List<Object> mockTypeMatches = new ArrayList<Object>();
         for (Object mock : mocks) {
             if (field.getType().isAssignableFrom(mock.getClass())) {

             }
         }
 
        return next.filterCandidate(mockTypeMatches, field, fieldInstance);
     }
 }
","
     private boolean injectMockCandidatesOnFields(Set<Object> mocks, Object instance, boolean injectionOccurred, List<Field> orderedInstanceFields) {
         for (Iterator<Field> it = orderedInstanceFields.iterator(); it.hasNext(); ) {
             Field field = it.next();
            Object injected = mockCandidateFilter.filterCandidate(mocks, field, orderedInstanceFields, instance).thenInject();
             if (injected != null) {
                 injectionOccurred |= true;
                 mocks.remove(injected);

 
 import java.lang.reflect.Field;
 import java.util.Collection;
 import java.util.List;
 public class FinalMockCandidateFilter implements MockCandidateFilter {
    public OngoingInjecter filterCandidate(final Collection<Object> mocks, final Field field, List<Field> fields, final Object fieldInstance) {
         if(mocks.size() == 1) {
             final Object matchingMock = mocks.iterator().next();
 

 
 import java.lang.reflect.Field;
 import java.util.Collection;
 import java.util.List;
 
 public interface MockCandidateFilter {
 
     OngoingInjecter filterCandidate(
             Collection<Object> mocks,
             Field fieldToBeInjected,
            List<Field> fields, Object instance
     );
 
 }

 	}
 
 	public OngoingInjecter filterCandidate(Collection<Object> mocks,
			Field field, List<Field> fields, Object fieldInstance) {
 		List<Object> mockNameMatches = new ArrayList<Object>();
 		if (mocks.size() > 1) {
 			for (Object mock : mocks) {

 					mockNameMatches.add(mock);
 				}
 			}
			return next.filterCandidate(mockNameMatches, field, fields,
 					fieldInstance);
		} else if (mocks.size() == 1) {
			String mockName = mockUtil.getMockName(mocks.iterator().next())
					.toString();			for (Field otherField : fields) {
				if (!otherField.equals(field)
						&& otherField.getType().equals(field.getType())
						&& otherField.getName().equals(mockName)) {					return new OngoingInjecter() {
						public Object thenInject() {
							return null;
						}
					};
				}
			}
 		}
		return next.filterCandidate(mocks, field, fields, fieldInstance);
 	}
 }

         this.next = next;
     }
 
    public OngoingInjecter filterCandidate(Collection<Object> mocks, Field field, List<Field> fields, Object fieldInstance) {
         List<Object> mockTypeMatches = new ArrayList<Object>();
         for (Object mock : mocks) {
             if (field.getType().isAssignableFrom(mock.getClass())) {

             }
         }
 
        return next.filterCandidate(mockTypeMatches, field, fields, fieldInstance);
     }
 }
"
352,"org.mockito.internal.creation.instance.InstantationException","/src/org/mockito/internal/creation/instance/ConstructorInstantiator.java","
         if (outerClassInstance == null) {
             return noArgConstructor(cls);
         }
        return withOuterClass(cls);
     }
 
    private <T> T withOuterClass(Class<T> cls) {
         try {
                                      Constructor<T> c = cls.getDeclaredConstructor(outerClassInstance.getClass());
            return c.newInstance(outerClassInstance);
         } catch (Exception e) {
             throw paramsException(cls, e);
         }
     }
 
     private static <T> InstantationException paramsException(Class<T> cls, Exception e) {

                 + cls.getSimpleName() + ""'.\nPlease ensure that the outer instance has correct type and that the target class has parameter-less constructor."", e);
     }
 
 
     private static <T> T noArgConstructor(Class<T> cls) {
         try {
","
         if (outerClassInstance == null) {
             return noArgConstructor(cls);
         }
        return withParams(cls, outerClassInstance);
     }
 
    private static <T> T withParams(Class<T> cls, Object... params) {
         try {
                                      for (Constructor<?> constructor : cls.getDeclaredConstructors()) {
                Class<?>[] types = constructor.getParameterTypes();
                if (paramsMatch(types, params)) {
                    return (T) constructor.newInstance(params);
                }
            }
         } catch (Exception e) {
             throw paramsException(cls, e);
         }
        throw paramsException(cls, null);
     }
 
     private static <T> InstantationException paramsException(Class<T> cls, Exception e) {

                 + cls.getSimpleName() + ""'.\nPlease ensure that the outer instance has correct type and that the target class has parameter-less constructor."", e);
     }
 
    private static boolean paramsMatch(Class<?>[] types, Object[] params) {
        if (params.length != types.length) {
            return false;
        }
        for (int i = 0; i < params.length; i++) {
            if (!types[i].isInstance(params[i])) {
                return false;
            }
        }
        return true;
    }
 
     private static <T> T noArgConstructor(Class<T> cls) {
         try {
"
